id,title,description,link,image_link,price,availability,condition,brand,mpn,google_product_category,product_type
marturie-ursulet-maro-001,Mărturie Botez Ursuleț din Ceară de Soia,"Mărturia în formă de ursuleț din ceară naturală de soia este realizată manual și reprezintă un cadou delicat și elegant pentru invitații la botez, aniversare sau alte evenimente speciale. Designul adorabil al ursulețului și finisajul atent realizat o transformă într-o mărturie potrivită pentru tematici baby, woodland sau teddy bear, fiind apreciată atât de copii, cât și de adulți. Mărturia poate fi realizată cu sau fără parfum, în funcție de preferințe, și poate fi personalizată pentru a se integra perfect în decorul evenimentului. Caracteristici: Material: Ceară naturală de soia | Greutate: aproximativ 15 g | Dimensiuni: 5 × 3.5 cm (înălțime × lungime) | Realizată manual | Disponibilă cu sau fără parfum | Personalizare disponibilă | Potrivită pentru botez, aniversări și petreceri tematice | Se poate asorta cu invitațiile, meniurile, plicurile de dar și celelalte produse personalizate Boundless Collection pentru un decor unitar și elegant.",https://boundlesscollection.ro/p/marturie-botez-ursulet-din-ceara-de-soia-marturie.html,https://boundlesscollection.ro/images/marturii/marturie-ursulet-maro.jpg,10.99 RON,in stock,new,Boundless Collection,marturie-ursulet-maro-001,Arts & Entertainment > Party & Celebration > Favors,marturii botez
marturie-iepuras-inima-maro-002,Mărturie Botez Iepuraș cu Inimioară din Ceară de Soia,"Mărturia în formă de iepuraș cu inimioară este realizată manual din ceară naturală de soia și reprezintă un cadou elegant și memorabil pentru invitații la botez, aniversare sau alte evenimente speciale. Designul delicat, cu urechi lungi și inimioara formată din lăbuțe, o transformă într-o alegere perfectă pentru tematici baby, iepuraș, primăvară sau woodland. Mărturia poate fi realizată cu sau fără parfum, în funcție de preferințe, și poate fi personalizată pentru a se integra armonios în decorul evenimentului. Caracteristici: Material: Ceară naturală de soia | Greutate: aproximativ 60 g | Realizată manual | Disponibilă cu sau fără parfum | Personalizare disponibilă | Potrivită pentru botez, aniversări și petreceri tematice | Se poate asorta cu invitațiile, meniurile, plicurile de dar și celelalte produse personalizate Boundless Collection pentru un decor unitar și elegant.",https://boundlesscollection.ro/p/marturie-botez-iepuras-cu-inimioara-din-ceara-de-soia-marturie.html,https://boundlesscollection.ro/images/marturii/marturie-iepuras-inima-maro.jpg,30.00 RON,in stock,new,Boundless Collection,marturie-iepuras-inima-maro-002,Arts & Entertainment > Party & Celebration > Favors,marturii botez
marturie-ursulet-inimioare-roz-003,Mărturie Botez Ursuleț cu Inimioare din Ceară de Soia Personalizată,"Mărturia în formă de ursuleț cu inimioare este realizată manual din ceară naturală de soia și reprezintă un cadou delicat pentru invitații la botez, aniversare sau alte evenimente speciale. Designul adorabil, completat de inimioare roz și detalii atent finisate, este potrivit pentru tematici baby, teddy bear sau pastel. Mărturia poate fi realizată cu sau fără parfum, în funcție de preferințe, și poate fi personalizată pentru a se integra armonios în decorul evenimentului. Caracteristici: Material: Ceară naturală de soia | Realizată manual | Disponibilă cu sau fără parfum | Personalizare disponibilă | Potrivită pentru botez, aniversări și petreceri tematice | Se poate asorta cu invitațiile, meniurile, plicurile de dar și celelalte produse personalizate Boundless Collection pentru un decor unitar și elegant.",https://boundlesscollection.ro/p/marturie-botez-ursulet-cu-inimioare-din-ceara-de-soia-personalizata-marturie.html,https://boundlesscollection.ro/images/marturii/marturie-ursulet-inimioare-roz.jpg,30.00 RON,in stock,new,Boundless Collection,marturie-ursulet-inimioare-roz-003,Arts & Entertainment > Party & Celebration > Favors,marturii botez
marturie-ursulet-inima-roz-004,Mărturie Botez Ursuleț cu Inimioară din Ceară de Soia Personalizată,"Mărturia în formă de ursuleț cu inimioară este realizată manual din ceară naturală de soia și reprezintă un cadou elegant pentru invitații la botez, baby shower sau aniversare. Designul delicat, cu inimioară în relief și finisaj atent realizat, completează perfect decorurile în tematică baby sau teddy bear. Mărturia poate fi realizată cu sau fără parfum, în funcție de preferințe, și poate fi personalizată pentru a se integra armonios în decorul evenimentului. Caracteristici: Material: Ceară naturală de soia | Realizată manual | Disponibilă cu sau fără parfum | Personalizare disponibilă | Potrivită pentru botez, baby shower și aniversări | Se poate asorta cu invitațiile, meniurile, plicurile de dar și celelalte produse personalizate Boundless Collection pentru un decor unitar și elegant.",https://boundlesscollection.ro/p/marturie-botez-ursulet-cu-inimioara-din-ceara-de-soia-personalizata-marturie.html,https://boundlesscollection.ro/images/marturii/marturie-ursulet-inima-roz.jpg,30.00 RON,in stock,new,Boundless Collection,marturie-ursulet-inima-roz-004,Arts & Entertainment > Party & Celebration > Favors,marturii botez
marturie-bubble-cube-alb-005,Mărturie Lumânare Bubble Cube din Ceară de Soia Personalizată,"Mărturia Bubble Cube este realizată manual din ceară naturală de soia și impresionează prin designul modern format din sfere perfect conturate. Este alegerea ideală pentru nunți, botezuri, aniversări și alte evenimente elegante, oferind invitaților un cadou rafinat și memorabil. Mărturia poate fi realizată cu sau fără parfum, în funcție de preferințe, și poate fi personalizată pentru a completa armonios decorul evenimentului. Caracteristici: Material: Ceară naturală de soia | Realizată manual | Disponibilă cu sau fără parfum | Personalizare disponibilă | Design minimalist Bubble Cube | Se poate asorta cu invitațiile, meniurile, plicurile de dar și celelalte produse personalizate Boundless Collection pentru un decor unitar și elegant.",https://boundlesscollection.ro/p/marturie-lumanare-bubble-cube-din-ceara-de-soia-personalizata-marturie.html,https://boundlesscollection.ro/images/marturii/marturie-bubble-cube-alb.jpg,15.00 RON,in stock,new,Boundless Collection,marturie-bubble-cube-alb-005,Arts & Entertainment > Party & Celebration > Favors,marturii nunta
marturie-fluture-alb-006,Mărturie Lumânare Fluture din Ceară de Soia Personalizată,"Mărturia în formă de fluture este realizată manual din ceară naturală de soia și reprezintă un cadou elegant pentru invitații la botez, nuntă sau aniversare. Designul delicat, cu aripi în relief și două fitiluri decorative, oferă un aspect rafinat și transformă fiecare mărturie într-o amintire specială. Mărturia poate fi realizată cu sau fără parfum, în funcție de preferințe, și poate fi personalizată pentru a completa armonios decorul evenimentului. Caracteristici: Material: Ceară naturală de soia | Două fitiluri | Realizată manual | Disponibilă cu sau fără parfum | Personalizare disponibilă | Se poate asorta cu invitațiile, meniurile, plicurile de dar și celelalte produse personalizate Boundless Collection.",https://boundlesscollection.ro/p/marturie-lumanare-fluture-din-ceara-de-soia-personalizata-marturie.html,https://boundlesscollection.ro/images/marturii/marturie-fluture-alb.jpg,19.99 RON,in stock,new,Boundless Collection,marturie-fluture-alb-006,Arts & Entertainment > Party & Celebration > Favors,marturii botez
marturie-bebelus-trandafir-rose-067,Mărturie Lumânare Bebeluș în Trandafir din Ceară de Soia Personalizată,"Mărturia în formă de bebeluș într-un trandafir este realizată manual din ceară naturală de soia și reprezintă un cadou delicat pentru invitații la botez sau baby shower. Designul elegant și detaliile atent finisate transformă această mărturie într-o amintire deosebită, potrivită pentru evenimente dedicate celor mici. Mărturia poate fi realizată cu sau fără parfum, în funcție de preferințe, și poate fi personalizată pentru a se integra perfect în decorul evenimentului. Caracteristici: Material: Ceară naturală de soia | Realizată manual | Disponibilă cu sau fără parfum | Personalizare disponibilă | Potrivită pentru botez și baby shower | Se poate asorta cu invitațiile, meniurile, plicurile de dar și celelalte produse personalizate Boundless Collection pentru un decor unitar și elegant.",https://boundlesscollection.ro/p/marturie-lumanare-bebelus-in-trandafir-din-ceara-de-soia-personalizata-marturie.html,https://boundlesscollection.ro/images/marturii/marturie-bebelus-trandafir.jpg,35.00 RON,in stock,new,Boundless Collection,marturie-bebelus-trandafir-rose-067,Arts & Entertainment > Party & Celebration > Favors,marturii botez
marturie-iepuras-floricica-068,Mărturie Botez Iepuraș cu Floricică din Ceară de Soia Personalizată,"Mărturia în formă de iepuraș cu floricică este realizată manual din ceară naturală de soia și reprezintă un cadou delicat pentru invitații la botez, aniversare sau alte evenimente speciale. Designul adorabil, completat de floricica decorativă și finisajele atent realizate, este potrivit pentru tematici baby, bunny, primăvară sau woodland. Mărturia poate fi realizată cu sau fără parfum, în funcție de preferințe, și poate fi personalizată pentru a completa armonios decorul evenimentului. Caracteristici: Material: Ceară naturală de soia | Realizată manual | Disponibilă cu sau fără parfum | Personalizare disponibilă | Potrivită pentru botez, aniversări și petreceri tematice | Se poate asorta cu invitațiile, meniurile, plicurile de dar și celelalte produse personalizate Boundless Collection pentru un decor unitar și elegant.",https://boundlesscollection.ro/p/marturie-botez-iepuras-cu-floricica-din-ceara-de-soia-personalizata-marturie.html,https://boundlesscollection.ro/images/marturii/marturie-iepuras-floricica.jpg,30.00 RON,in stock,new,Boundless Collection,marturie-iepuras-floricica-068,Arts & Entertainment > Party & Celebration > Favors,marturii botez
marturie-fluture-roz-cutie-069,Mărturie Lumânare Fluture din Ceară de Soia în Cutie Kraft Personalizată,"Mărturia în formă de fluture este realizată manual din ceară naturală de soia și este ambalată într-o cutie kraft cu capac transparent, decorată cu flori uscate și etichetă personalizată. Designul delicat transformă această mărturie într-un cadou elegant pentru invitații la botez, nuntă sau baby shower. Mărturia poate fi realizată cu sau fără parfum, în funcție de preferințe. Caracteristici: Material: Ceară naturală de soia | Ambalaj: Cutie kraft cu capac transparent | Decor cu flori uscate | Etichetă personalizată inclusă | Disponibilă cu sau fără parfum | Realizată manual | Se poate asorta cu invitațiile, meniurile, plicurile de dar și celelalte produse personalizate Boundless Collection.",https://boundlesscollection.ro/p/marturie-lumanare-fluture-din-ceara-de-soia-in-cutie-kraft-personalizata-marturie.html,https://boundlesscollection.ro/images/marturii/marturie-fluture-roz-cutie.jpg,16.99 RON,in stock,new,Boundless Collection,marturie-fluture-roz-cutie-069,Arts & Entertainment > Party & Celebration > Favors,marturii botez
marturie-margareta-bleu-cutie-070,Mărturie Lumânare Margaretă din Ceară de Soia în Cutie Kraft Personalizată,"Mărturia în formă de margaretă este realizată manual din ceară naturală de soia și este ambalată într-o cutie kraft elegantă, decorată cu mansetă, flori uscate și etichetă personalizată. Designul floral în nuanțe de alb și bleu este potrivit pentru botezuri, nunți și alte evenimente speciale cu tematică delicată și elegantă. Mărturia poate fi realizată cu sau fără parfum, în funcție de preferințe. Caracteristici: Material: Ceară naturală de soia | Ambalaj: Cutie kraft premium | Decor floral și etichetă personalizată | Disponibilă cu sau fără parfum | Realizată manual | Se poate asorta cu invitațiile, meniurile, plicurile de dar și celelalte produse personalizate Boundless Collection.",https://boundlesscollection.ro/p/marturie-lumanare-margareta-din-ceara-de-soia-in-cutie-kraft-personalizata-marturie.html,https://boundlesscollection.ro/images/marturii/marturie-margareta-bleu-cutie.jpg,17.00 RON,in stock,new,Boundless Collection,marturie-margareta-bleu-cutie-070,Arts & Entertainment > Party & Celebration > Favors,marturii nunta
marturie-trandafir-inima-marble-071,Mărturie Lumânare Trandafir în Formă de Inimă din Ceară de Soia Personalizată,"Mărturia în formă de inimă decorată cu trandafir este realizată manual din ceară naturală de soia și impresionează prin efectul marmorat elegant în nuanțe ivory și roz. Ambalată într-o cutie premium și decorată cu flori uscate și etichetă personalizată, această mărturie reprezintă un cadou rafinat pentru invitații la nuntă sau logodnă. Mărturia poate fi realizată cu sau fără parfum, în funcție de preferințe. Caracteristici: Material: Ceară naturală de soia | Ambalaj premium | Etichetă personalizată inclusă | Disponibilă cu sau fără parfum | Realizată manual | Se poate asorta cu invitațiile, meniurile, plicurile de dar și celelalte produse personalizate Boundless Collection.",https://boundlesscollection.ro/p/marturie-lumanare-trandafir-in-forma-de-inima-din-ceara-de-soia-personalizata-marturie.html,https://boundlesscollection.ro/images/marturii/marturie-trandafir-inima-marble.jpg,25.00 RON,in stock,new,Boundless Collection,marturie-trandafir-inima-marble-071,Arts & Entertainment > Party & Celebration > Favors,marturii nunta
marturie-trandafir-ivory-cutie-inima-072,Mărturie Lumânare Trandafir din Ceară de Soia în Cutie Personalizată,"Mărturia în formă de trandafir este realizată manual din ceară naturală de soia și este ambalată într-o cutie elegantă decorată cu flori uscate și etichetă personalizată. Designul rafinat și nuanța ivory transformă această mărturie într-un cadou elegant pentru invitații la nuntă, logodnă sau alte evenimente speciale. Mărturia poate fi realizată cu sau fără parfum, în funcție de preferințe. Caracteristici: Material: Ceară naturală de soia | Ambalaj premium | Etichetă personalizată inclusă | Disponibilă cu sau fără parfum | Realizată manual | Se poate asorta cu invitațiile, meniurile, plicurile de dar și celelalte produse personalizate Boundless Collection pentru un decor unitar și elegant.",https://boundlesscollection.ro/p/marturie-lumanare-trandafir-din-ceara-de-soia-in-cutie-personalizata-marturie.html,https://boundlesscollection.ro/images/marturii/marturie-trandafir-ivory-cutie-inima.jpg,30.00 RON,in stock,new,Boundless Collection,marturie-trandafir-ivory-cutie-inima-072,Arts & Entertainment > Party & Celebration > Favors,marturii nunta
marturie-inima-mainile-mirilor-cutie-inima-073,Mărturie Lumânare Inimă cu Mâinile Mirilor din Ceară de Soia Personalizată,"Mărturia în formă de inimă cu mâinile mirilor este realizată manual din ceară naturală de soia și reprezintă un cadou elegant pentru invitații la nuntă, logodnă sau cununie civilă. Designul romantic, cu mâinile mirilor în relief și finisaj atent realizat, simbolizează iubirea și transformă această mărturie într-o amintire deosebită pentru invitați. Produsul este ambalat într-o cutie premium decorată cu flori uscate și etichetă personalizată. Mărturia poate fi realizată cu sau fără parfum, în funcție de preferințe. Caracteristici: Material: Ceară naturală de soia | Ambalaj premium | Etichetă personalizată inclusă | Disponibilă cu sau fără parfum | Realizată manual | Se poate asorta cu invitațiile, meniurile, plicurile de dar și celelalte produse personalizate Boundless Collection pentru un decor unitar și elegant.",https://boundlesscollection.ro/p/marturie-lumanare-inima-cu-mainile-mirilor-din-ceara-de-soia-personalizata-marturie.html,https://boundlesscollection.ro/images/marturii/marturie-inima-mainile-mirilor-cutie-inima.jpg,17.00 RON,in stock,new,Boundless Collection,marturie-inima-mainile-mirilor-cutie-inima-073,Arts & Entertainment > Party & Celebration > Favors,marturii nunta
marturie-floare-margareta-teracota-cutie-074,Mărturie Lumânare Margaretă din Ceară de Soia în Suport de Teracotă Personalizată,"Mărturia în formă de margaretă este realizată manual din ceară naturală de soia și este așezată într-un suport elegant din teracotă, oferind un aspect natural și rafinat. Ambalată într-o cutie cu fereastră și etichetă personalizată, această mărturie este potrivită pentru nuntă, botez, aniversări și alte evenimente speciale. Mărturia poate fi realizată cu sau fără parfum, în funcție de preferințe. Caracteristici: Material: Ceară naturală de soia | Suport din teracotă | Ambalaj cu fereastră | Etichetă personalizată inclusă | Disponibilă cu sau fără parfum | Realizată manual | Se poate asorta cu invitațiile, meniurile, plicurile de dar și celelalte produse personalizate Boundless Collection.",https://boundlesscollection.ro/p/marturie-lumanare-margareta-din-ceara-de-soia-in-suport-de-teracota-personalizata-marturie.html,https://boundlesscollection.ro/images/marturii/marturie-floare-margareta-teracota.jpg,35.00 RON,in stock,new,Boundless Collection,marturie-floare-margareta-teracota-cutie-074,Arts & Entertainment > Party & Celebration > Favors,marturii nunta
marturie-inima-roz-cutie-transparenta-075,Mărturie Lumânare Inimă Texturată din Ceară de Soia în Cutie Transparentă,"Mărturia în formă de inimă texturată este realizată manual din ceară naturală de soia și reprezintă un cadou elegant pentru invitații la nuntă, logodnă sau cununie civilă. Designul modern cu textură decorativă și ambalajul într-o cutie transparentă cu etichetă personalizată oferă un aspect premium și o amintire deosebită pentru invitați. Mărturia poate fi realizată cu sau fără parfum, în funcție de preferințe. Caracteristici: Material: Ceară naturală de soia | Ambalaj: Cutie transparentă | Etichetă personalizată inclusă | Disponibilă cu sau fără parfum | Realizată manual | Se poate asorta cu invitațiile, meniurile, plicurile de dar și celelalte produse personalizate Boundless Collection.",https://boundlesscollection.ro/p/marturie-lumanare-inima-texturata-din-ceara-de-soia-in-cutie-transparenta-marturie.html,https://boundlesscollection.ro/images/marturii/marturie-inima-roz-texturata-cutie.jpg,19.99 RON,in stock,new,Boundless Collection,marturie-inima-roz-cutie-transparenta-075,Arts & Entertainment > Party & Celebration > Favors,marturii nunta
marturie-inima-roz-neteda-cutie-transparenta-074,Mărturie Lumânare Inimă Netedă din Ceară de Soia în Cutie Transparentă,"Mărturia în formă de inimă cu finisaj neted este realizată manual din ceară naturală de soia și reprezintă un cadou elegant pentru invitații la nuntă, logodnă sau cununie civilă. Ambalată într-o cutie transparentă cu etichetă personalizată, această mărturie completează armonios decorul oricărui eveniment special. Mărturia poate fi realizată cu sau fără parfum, în funcție de preferințe. Caracteristici: Material: Ceară naturală de soia | Ambalaj: Cutie transparentă | Etichetă personalizată inclusă | Disponibilă cu sau fără parfum | Realizată manual | Se poate asorta cu invitațiile, meniurile, plicurile de dar și celelalte produse personalizate Boundless Collection.",https://boundlesscollection.ro/p/marturie-lumanare-inima-neteda-din-ceara-de-soia-in-cutie-transparenta-marturie.html,https://boundlesscollection.ro/images/marturii/marturie-inima-roz-neteda-cutie.jpg,17.00 RON,in stock,new,Boundless Collection,marturie-inima-roz-neteda-cutie-transparenta-074,Arts & Entertainment > Party & Celebration > Favors,marturii nunta
marturie-talpite-bebe-card-075,Mărturie Talpițe Bebe și Inimioară din Ceară de Soia pe Card Personalizat,"Mărturia cu tălpițe de bebeluș și inimioară este realizată manual din ceară naturală de soia și este montată pe un card personalizat cu numele copilului, data evenimentului și mesajul dorit. Este o alegere delicată pentru botez, baby shower sau prima aniversare și oferă invitaților o amintire elegantă și memorabilă. Mărturia poate fi realizată cu sau fără parfum, în funcție de preferințe. Caracteristici: Material: Ceară naturală de soia | Card personalizat inclus | Disponibilă cu sau fără parfum | Realizată manual | Potrivită pentru botez, baby shower și aniversări | Se poate asorta cu invitațiile, meniurile, plicurile de dar și celelalte produse personalizate Boundless Collection.",https://boundlesscollection.ro/p/marturie-talpite-bebe-si-inimioara-din-ceara-de-soia-pe-card-personalizat-marturie.html,https://boundlesscollection.ro/images/marturii/marturie-talpite-bebe-inimoara-roz-card.jpg,12.00 RON,in stock,new,Boundless Collection,marturie-talpite-bebe-card-075,Arts & Entertainment > Party & Celebration > Favors,marturii botez
marturie-talpite-bebe-card-076,Mărturie Talpițe Bebe și Inițială din Ceară de Soia pe Card Personalizat,"Mărturia cu tălpițe de bebeluș și inițiala numelui este realizată manual din ceară naturală de soia și este montată pe un card personalizat cu numele copilului, data evenimentului și mesajul dorit. Reprezintă un cadou elegant pentru invitații la botez, baby shower sau prima aniversare și completează armonios decorul evenimentului. Mărturia poate fi realizată cu sau fără parfum, în funcție de preferințe. Caracteristici: Material: Ceară naturală de soia | Card personalizat inclus | Disponibilă cu sau fără parfum | Realizată manual | Potrivită pentru botez, baby shower și aniversări | Se poate asorta cu invitațiile, meniurile, plicurile de dar și celelalte produse personalizate Boundless Collection.",https://boundlesscollection.ro/p/marturie-talpite-bebe-si-initiala-din-ceara-de-soia-pe-card-personalizat-marturie.html,https://boundlesscollection.ro/images/marturii/marturie-talpite-bebe-litera-roz-card.jpg,12.00 RON,in stock,new,Boundless Collection,marturie-talpite-bebe-card-076,Arts & Entertainment > Party & Celebration > Favors,marturii botez
marturie-inima-lalele-001,Mărturie Lumânare Inimă cu Lalele din Ceară de Soia Personalizată,"Mărturia în formă de inimă decorată cu lalele în relief este realizată manual din ceară naturală de soia și reprezintă un cadou elegant pentru invitații la nuntă, botez sau aniversare. Designul romantic și detaliile atent finisate transformă această mărturie într-o amintire specială pentru invitați. Mărturia poate fi realizată cu sau fără parfum, în funcție de preferințe, și poate fi personalizată pentru a se integra armonios în decorul evenimentului. Caracteristici: Material: Ceară naturală de soia | Realizată manual | Disponibilă cu sau fără parfum | Personalizare disponibilă | Potrivită pentru nuntă, botez și aniversări | Se poate asorta cu invitațiile, meniurile, plicurile de dar și celelalte produse personalizate Boundless Collection pentru un decor unitar și elegant.",https://boundlesscollection.ro/p/marturie-lumanare-inima-cu-lalele-din-ceara-de-soia-personalizata-marturie.html,https://boundlesscollection.ro/images/marturii/marturie-inima-lalele-rosii.jpg,25.00 RON,in stock,new,Boundless Collection,marturie-inima-lalele-001,Arts & Entertainment > Party & Celebration > Favors,marturii nunta
marturie-scoica-perla-015,Mărturie Lumânare Scoică cu Perlă din Ceară de Soia Personalizată,"Mărturia în formă de scoică cu perlă este realizată manual din ceară naturală de soia și reprezintă un cadou elegant pentru invitații la nuntă, botez sau alte evenimente speciale. Designul inspirat de mare și finisajele atent realizate oferă un aspect rafinat și modern. Mărturia este ambalată într-o cutie transparentă cu fundiță și etichetă personalizată și poate fi realizată cu sau fără parfum, în funcție de preferințe. Caracteristici: Material: Ceară naturală de soia | Ambalaj: Cutie transparentă | Etichetă personalizată inclusă | Disponibilă cu sau fără parfum | Realizată manual | Se poate asorta cu invitațiile, meniurile, plicurile de dar și celelalte produse personalizate Boundless Collection.",https://boundlesscollection.ro/p/marturie-lumanare-scoica-cu-perla-din-ceara-de-soia-personalizata-marturie.html,https://boundlesscollection.ro/images/marturii/marturie-lumanare-scoica-perla.jpg,12.99 RON,in stock,new,Boundless Collection,marturie-scoica-perla-015,Arts & Entertainment > Party & Celebration > Favors,marturii nunta
marturie-iepuras-inima-050,Mărturie Botez Iepuraș cu Inimioară din Ceară de Soia Personalizată,"Mărturia în formă de iepuraș cu inimioară este realizată manual din ceară naturală de soia și reprezintă un cadou delicat pentru invitații la botez, baby shower sau aniversare. Designul adorabil și finisajele atent realizate sunt ideale pentru tematici baby, bunny sau primăvară. Mărturia poate fi realizată cu sau fără parfum, în funcție de preferințe, și poate fi personalizată pentru a completa armonios decorul evenimentului. Caracteristici: Material: Ceară naturală de soia | Realizată manual | Disponibilă cu sau fără parfum | Personalizare disponibilă | Potrivită pentru botez, baby shower și aniversări | Se poate asorta cu invitațiile, meniurile, plicurile de dar și celelalte produse personalizate Boundless Collection.",https://boundlesscollection.ro/p/marturie-botez-iepuras-cu-inimioara-din-ceara-de-soia-personalizata-marturie.html,https://boundlesscollection.ro/images/marturii/marturie-iepuras-inima.jpg,30.00 RON,in stock,new,Boundless Collection,marturie-iepuras-inima-050,Arts & Entertainment > Party & Celebration > Favors,marturii botez
marturie-bebelus-tulle-roz-bleu-001,Mărturie Bebeluș din Ceară de Soia în Săculeț din Tulle Personalizată,"Mărturia cu figurină bebeluș din ceară naturală de soia este ambalată într-un săculeț elegant din tulle, decorat cu fundiță satinată și etichetă personalizată. Este o alegere delicată pentru botez, baby shower sau prima aniversare și oferă invitaților o amintire elegantă și memorabilă. Mărturia poate fi realizată cu sau fără parfum, în funcție de preferințe. Caracteristici: Material: Ceară naturală de soia | Ambalaj: Săculeț din tulle | Etichetă personalizată inclusă | Disponibilă cu sau fără parfum | Realizată manual | Potrivită pentru botez, baby shower și aniversări | Se poate asorta cu invitațiile, meniurile, plicurile de dar și celelalte produse personalizate Boundless Collection.",https://boundlesscollection.ro/p/marturie-bebelus-din-ceara-de-soia-in-saculet-din-tulle-personalizata-marturie.html,https://boundlesscollection.ro/images/marturii/marturie-bebelus-tulle-roz-bleu.jpg,30.00 RON,in stock,new,Boundless Collection,marturie-bebelus-tulle-roz-bleu-001,Arts & Entertainment > Party & Celebration > Favors,marturii botez
marturie-familie-ursuleti-ivory-001,Mărturie Familie Ursuleți din Ceară de Soia Personalizată,"Mărturia în formă de familie de ursuleți este realizată manual din ceară naturală de soia și reprezintă un cadou delicat pentru invitații la botez, nuntă sau aniversare. Designul emoționant simbolizează familia și iubirea, fiind potrivit pentru evenimente dedicate celor mici sau familiei. Mărturia poate fi realizată cu sau fără parfum, în funcție de preferințe, și poate fi personalizată pentru a completa armonios decorul evenimentului. Caracteristici: Material: Ceară naturală de soia | Realizată manual | Disponibilă cu sau fără parfum | Personalizare disponibilă | Potrivită pentru botez, nuntă și aniversări | Se poate asorta cu invitațiile, meniurile, plicurile de dar și celelalte produse personalizate Boundless Collection.",https://boundlesscollection.ro/p/marturie-familie-ursuleti-din-ceara-de-soia-personalizata-marturie.html,https://boundlesscollection.ro/images/marturii/marturie-familie-ursuleti-ivory.jpg,18.00 RON,in stock,new,Boundless Collection,marturie-familie-ursuleti-ivory-001,Arts & Entertainment > Party & Celebration > Favors,marturii botez
marturie-ursulet-roz-064,Mărturie Botez Ursuleț din Ceară de Soia în Cutie Transparentă Personalizată,"Mărturia în formă de ursuleț este realizată manual din ceară naturală de soia și este ambalată într-o cutie transparentă decorată cu fundă, flori uscate și etichetă personalizată. Designul delicat o transformă într-un cadou elegant pentru invitații la botez, baby shower sau aniversare. Mărturia poate fi realizată cu sau fără parfum, în funcție de preferințe. Caracteristici: Material: Ceară naturală de soia | Ambalaj: Cutie transparentă | Decor cu flori uscate | Etichetă personalizată inclusă | Disponibilă cu sau fără parfum | Realizată manual | Se poate asorta cu invitațiile, meniurile, plicurile de dar și celelalte produse personalizate Boundless Collection.",https://boundlesscollection.ro/p/marturie-botez-ursulet-din-ceara-de-soia-in-cutie-transparenta-personalizata-marturie.html,https://boundlesscollection.ro/images/marturii/marturie-ursulet-roz.jpg,25.00 RON,in stock,new,Boundless Collection,marturie-ursulet-roz-064,Arts & Entertainment > Party & Celebration > Favors,marturii botez
marturie-adidas-bleu-058,Mărturie Botez Adidas Bleu din Ceară de Soia Personalizată,"Mărturia în formă de adidas este realizată manual din ceară naturală de soia și reprezintă un cadou original pentru invitații la botezul unui băiețel. Modelul este ambalat elegant în tulle bleu, legat cu panglică satinată și etichetă personalizată cu numele copilului și data evenimentului, apoi este așezat într-o cutie premium personalizată în formă de adidas, perfectă pentru un decor tematic baby boy. Mărturia poate fi realizată cu sau fără parfum, în funcție de preferințe. Caracteristici: Material: Ceară naturală de soia | Greutate: aproximativ 30 g | Ambalaj: Tulle bleu cu panglică satinată și etichetă personalizată | Cutie premium personalizată în formă de adidas | Disponibilă cu sau fără parfum | Realizată manual | Potrivită pentru botez, baby shower și petreceri aniversare | Se poate asorta cu invitațiile, meniurile, plicurile de dar și celelalte produse personalizate Boundless Collection.",https://boundlesscollection.ro/p/marturie-botez-adidas-bleu-din-ceara-de-soia-personalizata-marturie.html,https://boundlesscollection.ro/images/marturii/marturie-adidas-bleu.jpg,25.00 RON,in stock,new,Boundless Collection,marturie-adidas-bleu-058,Arts & Entertainment > Party & Celebration > Favors,marturii botez
marturie-botosei-bebe-roz-tulle-083,Mărturie Botez Botoșei Bebe Roz din Ceară de Soia Personalizată,"Mărturia în formă de botoșei pentru bebeluș este realizată manual din ceară naturală de soia și reprezintă un cadou delicat pentru invitații la botez, baby shower sau prima aniversare. Modelul este ambalat individual în tulle alb, legat cu panglică satin roz și accesorizat cu etichetă personalizată cu numele copilului și data evenimentului, oferind un aspect elegant și rafinat. Mărturia poate fi realizată cu sau fără parfum, în funcție de preferințe. Caracteristici: Material: Ceară naturală de soia | Greutate: aproximativ 30 g | Ambalaj: Tulle alb cu panglică satin roz și etichetă personalizată | Disponibilă cu sau fără parfum | Realizată manual | Potrivită pentru botez, baby shower și prima aniversare | Se poate asorta cu invitațiile, meniurile, plicurile de dar și celelalte produse personalizate Boundless Collection.",https://boundlesscollection.ro/p/marturie-botez-botosei-bebe-roz-din-ceara-de-soia-personalizata-marturie.html,https://boundlesscollection.ro/images/marturii/marturie-botosei-bebe-roz-tulle.jpg,20.00 RON,in stock,new,Boundless Collection,marturie-botosei-bebe-roz-tulle-083,Arts & Entertainment > Party & Celebration > Favors,marturii botez
